2,5.3233,0.7615,3.4638,1.2278,0.8875,6.6000,-2.127,-2.099,-2.063,-2.042,-2.008,-1.976,-1.955,-1.919,-1.896,-1.877,-1.849,-1.841,-1.832,-1.826,-1.847,-1.867,-1.913,-1.995,-2.098,-2.269,-2.520,-2.875,-3.436,-4.283,-5.594,-7.705,-10.810,-13.087,-10.780,-7.727,-5.615,-4.248,-3.417,-2.859,-2.531,-2.481,-2.644,-3.467,-5.205,-5.251,-3.205,-1.966,-1.470,-1.149,-1.010,-1.020,-1.055,-0.993,-0.808,-0.751,-0.799,-0.875,-1.283,-1.700,-1.381,-0.843,-0.614,-0.516,-0.450,-0.431,-0.414,-0.411,-0.421,-0.431,-0.456,-0.489,-0.532,-0.592,-0.668,-0.769,-0.903,-1.077,-1.311,-1.620,-2.026,-2.546,-3.169,-3.834,-4.402,-4.714,-4.710,-4.470,-4.136,-3.804,-3.523,-3.306,-3.152,-3.054,-3.005,-3.000,-3.036,-3.109,-3.219,-3.365,-3.548,-3.769,-4.031,-4.335,-4.682,-5.069,-5.491,-5.931,-6.362,-6.740,-7.006,-7.098,-6.975,-6.640,-6.139,-5.538,-4.905,-4.286,-3.711,-3.195,-2.741,-2.348,-2.012,-1.726,-1.485,-1.282,-1.111,-0.969,-0.851,-0.754,-0.677,-0.614,-0.567,-0.533,-0.513,-0.506,-0.513,-0.539,-0.588,-0.672,-0.817,-1.041,-1.337,-1.691,-2.128,-2.714,-3.344,-3.684,-3.700,-3.684,-3.718,-3.725,-3.664,-3.525,-3.333,-3.127,-2.927,-2.753,-2.609,-2.496,-2.415,-2.361,-2.333,-2.330,-2.347,-2.387,-2.447,-2.526,-2.626,-2.746,-2.887,-3.051,-3.237,-3.448,-3.685,-3.949,-4.243,-4.564,-4.914,-5.291,-5.689,-6.101,-6.517,-6.917,-7.282,-7.586,-7.800,-7.907,-7.896,-7.768,-7.543,-7.240,-6.888,-6.508,-6.119,-5.734,-5.361,-5.006,-4.670,-4.354,-4.058,-3.782,-3.525,-3.287,-3.071,-2.877,-2.711
6,5.0838,0.5672,3.5837,1.1071,0.7158,3.6000,-1.714,-1.620,-1.560,-1.485,-1.448,-1.397,-1.359,-1.332,-1.290,-1.275,-1.238,-1.220,-1.197,-1.168,-1.157,-1.125,-1.114,-1.088,-1.068,-1.054,-1.025,-1.017,-0.990,-0.977,-0.962,-0.940,-0.936,-0.914,-0.915,-0.905,-0.908,-0.923,-0.941,-1.001,-1.089,-1.286,-1.678,-2.407,-2.717,-2.055,-1.700,-1.777,-2.299,-3.200,-3.022,-2.790,-2.911,-2.074,-1.272,-0.920,-0.689,-0.585,-0.498,-0.444,-0.408,-0.369,-0.353,-0.326,-0.315,-0.301,-0.289,-0.285,-0.276,-0.279,-0.280,-0.290,-0.305,-0.309,-0.298,-0.275,-0.265,-0.259,-0.259,-0.263,-0.266,-0.275,-0.282,-0.293,-0.304,-0.317,-0.332,-0.347,-0.366,-0.384,-0.406,-0.430,-0.454,-0.483,-0.511,-0.545,-0.579,-0.617,-0.660,-0.704,-0.754,-0.806,-0.864,-0.927,-0.994,-1.068,-1.145,-1.228,-1.313,-1.400,-1.485,-1.563,-1.633,-1.687,-1.729,-1.754,-1.769,-1.779,-1.790,-1.809,-1.839,-1.886,-1.951,-2.036,-2.144,-2.275,-2.435,-2.625,-2.851,-3.120,-3.433,-3.801,-4.215,-4.658,-5.060,-5.276,-5.098,-4.419,-3.436,-2.502,-1.891,-1.651,-1.691,-2.001,-2.656,-3.719,-5.310,-7.615,-10.458,-11.527,-9.170,-6.515,-4.616,-3.344,-2.500,-1.934,-1.552,-1.293,-1.119,-1.004,-0.931,-0.890,-0.871,-0.870,-0.884,-0.909,-0.944,-0.987,-1.038,-1.096,-1.160,-1.233,-1.310,-1.397,-1.490,-1.592,-1.705,-1.826,-1.962,-2.110,-2.275,-2.459,-2.664,-2.898,-3.161,-3.465,-3.816,-4.226,-4.711,-5.287,-5.988,-6.844,-7.915,-9.284,-11.077,-13.545,-17.134,-22.642,-24.158,-18.484,-14.587,-12.048,-10.285,-9.028,-8.134,-7.494,-7.064
10,5.2652,0.5392,3.3633,1.1344,0.9738,4.8000,-2.036,-1.941,-1.847,-1.786,-1.711,-1.659,-1.608,-1.554,-1.519,-1.467,-1.435,-1.394,-1.355,-1.326,-1.282,-1.257,-1.217,-1.186,-1.156,-1.117,-1.094,-1.055,-1.030,-0.999,-0.966,-0.945,-0.909,-0.892,-0.863,-0.841,-0.826,-0.801,-0.799,-0.783,-0.792,-0.806,-0.836,-0.918,-1.038,-1.293,-1.713,-2.588,-3.408,-2.721,-1.890,-1.598,-1.169,-0.803,-0.634,-0.512,-0.453,-0.401,-0.368,-0.349,-0.329,-0.331,-0.333,-0.360,-0.416,-0.522,-0.695,-0.778,-0.644,-0.453,-0.339,-0.270,-0.230,-0.208,-0.191,-0.184,-0.176,-0.175,-0.175,-0.176,-0.181,-0.185,-0.193,-0.202,-0.212,-0.225,-0.238,-0.255,-0.272,-0.293,-0.315,-0.340,-0.368,-0.398,-0.433,-0.470,-0.512,-0.559,-0.610,-0.669,-0.733,-0.806,-0.887,-0.978,-1.082,-1.197,-1.329,-1.476,-1.641,-1.824,-2.022,-2.232,-2.443,-2.645,-2.817,-2.944,-3.011,-3.018,-2.977,-2.905,-2.830,-2.769,-2.739,-2.753,-2.817,-2.942,-3.137,-3.418,-3.804,-4.322,-5.013,-5.912,-7.038,-8.254,-9.016,-8.523,-6.950,-5.228,-3.865,-2.971,-2.517,-2.496,-2.945,-4.034,-6.411,-11.720,-17.151,-9.563,-5.739,-3.795,-2.701,-2.042,-1.624,-1.352,-1.169,-1.048,-0.970,-0.921,-0.897,-0.889,-0.897,-0.916,-0.946,-0.986,-1.033,-1.090,-1.155,-1.228,-1.310,-1.400,-1.500,-1.610,-1.732,-1.866,-2.013,-2.177,-2.356,-2.556,-2.777,-3.024,-3.299,-3.607,-3.955,-4.346,-4.791,-5.298,-5.879,-6.550,-7.324,-8.229,-9.282,-10.506,-11.911,-13.447,-14.976,-16.183,-16.707,-16.532,-15.964,-15.319,-14.769,-14.340,-14.047,-13.872,-13.794,-13.825,-13.942
14,5.4280,0.4345,4.0814,1.5504,1.1009,7.2000,-2.095,-2.114,-2.114,-2.177,-2.235,-2.252,-2.323,-2.432,-2.511,-2.628,-2.834,-3.065,-3.342,-3.765,-4.320,-4.936,-5.576,-6.103,-6.246,-5.897,-5.281,-4.689,-4.201,-3.785,-3.529,-3.524,-3.719,-4.284,-5.800,-8.459,-9.102,-6.259,-4.051,-2.921,-2.293,-1.865,-1.594,-1.410,-1.250,-1.127,-1.038,-0.951,-0.876,-0.820,-0.766,-0.715,-0.681,-0.669,-0.669,-0.650,-0.598,-0.549,-0.528,-0.510,-0.489,-0.483,-0.486,-0.484,-0.501,-0.541,-0.594,-0.693,-0.866,-1.013,-0.982,-0.796,-0.621,-0.537,-0.505,-0.490,-0.503,-0.541,-0.588,-0.661,-0.778,-0.940,-1.170,-1.499,-1.875,-2.157,-2.233,-2.134,-1.993,-1.909,-1.894,-1.938,-2.054,-2.246,-2.510,-2.872,-3.375,-4.048,-4.964,-6.248,-8.040,-10.438,-12.926,-12.985,-10.409,-7.828,-5.898,-4.536,-3.574,-2.876,-2.373,-2.017,-1.752,-1.554,-1.423,-1.334,-1.269,-1.244,-1.250,-1.267,-1.313,-1.394,-1.483,-1.592,-1.732,-1.856,-1.943,-1.989,-1.930,-1.760,-1.560,-1.347,-1.139,-1.010,-0.945,-0.892,-0.912,-1.017,-1.126,-1.332,-1.754,-2.357,-3.502,-6.353,-11.569,-9.192,-5.181,-3.660,-3.344,-3.310,-3.409,-3.644,-3.697,-3.537,-3.337,-3.049,-2.726,-2.517,-2.364,-2.217,-2.160,-2.164,-2.156,-2.196,-2.299,-2.384,-2.488,-2.656,-2.816,-2.969,-3.181,-3.406,-3.606,-3.863,-4.178,-4.495,-4.878,-5.369,-5.868,-6.336,-6.822,-7.243,-7.497,-7.651,-7.741,-7.674,-7.487,-7.304,-7.084,-6.785,-6.518,-6.305,-6.053,-5.816,-5.667,-5.514,-5.348,-5.270,-5.225,-5.145,-5.135,-5.194,-5.214,-5.275,-5.438,-5.579,-5.726
18,4.9682,0.8289,3.0063,1.6841,0.7416,8.0000,-1.875,-1.917,-1.924,-1.924,-1.951,-1.956,-1.938,-1.946,-1.943,-1.911,-1.897,-1.886,-1.844,-1.811,-1.790,-1.743,-1.696,-1.668,-1.620,-1.565,-1.533,-1.488,-1.432,-1.398,-1.361,-1.309,-1.277,-1.252,-1.210,-1.187,-1.178,-1.156,-1.151,-1.171,-1.188,-1.226,-1.310,-1.421,-1.585,-1.866,-2.299,-2.990,-4.202,-6.356,-9.805,-11.481,-7.980,-5.114,-3.540,-2.612,-2.047,-1.777,-1.635,-1.586,-1.777,-2.203,-3.038,-5.235,-10.199,-10.263,-5.101,-2.719,-1.748,-1.214,-0.877,-0.720,-0.599,-0.492,-0.449,-0.410,-0.361,-0.351,-0.341,-0.319,-0.324,-0.332,-0.326,-0.345,-0.370,-0.382,-0.419,-0.468,-0.509,-0.581,-0.679,-0.784,-0.952,-1.193,-1.505,-1.962,-2.363,-2.163,-1.470,-0.910,-0.675,-0.626,-0.657,-0.752,-0.884,-1.041,-1.232,-1.453,-1.702,-1.986,-2.299,-2.640,-3.008,-3.392,-3.789,-4.201,-4.630,-5.104,-5.672,-6.414,-7.502,-9.261,-12.479,-20.364,-20.557,-10.968,-6.800,-4.537,-3.246,-2.479,-2.004,-1.706,-1.515,-1.387,-1.306,-1.260,-1.234,-1.228,-1.242,-1.263,-1.294,-1.340,-1.388,-1.443,-1.531,-1.664,-1.901,-2.352,-3.113,-4.390,-6.466,-8.199,-6.681,-4.343,-3.030,-2.496,-2.283,-2.195,-2.141,-2.022,-1.847,-1.661,-1.462,-1.282,-1.147,-1.037,-0.955,-0.914,-0.891,-0.883,-0.906,-0.940,-0.983,-1.050,-1.128,-1.210,-1.315,-1.431,-1.548,-1.686,-1.835,-1.980,-2.142,-2.309,-2.465,-2.628,-2.791,-2.931,-3.071,-3.209,-3.323,-3.436,-3.559,-3.668,-3.788,-3.936,-4.088,-4.260,-4.480,-4.717,-4.968,-5.262,-5.560,-5.823,-6.063,-6.246,-6.302
22,4.2483,0.4042,3.0076,1.1498,1.0933,5.0000,-0.257,-0.267,-0.327,-0.456,-0.568,-0.549,-0.421,-0.307,-0.272,-0.276,-0.267,-0.252,-0.255,-0.266,-0.264,-0.259,-0.266,-0.275,-0.276,-0.274,-0.281,-0.290,-0.291,-0.291,-0.299,-0.307,-0.309,-0.310,-0.318,-0.326,-0.329,-0.331,-0.339,-0.347,-0.351,-0.354,-0.363,-0.373,-0.378,-0.385,-0.402,-0.427,-0.445,-0.451,-0.451,-0.456,-0.466,-0.472,-0.468,-0.458,-0.454,-0.458,-0.466,-0.471,-0.476,-0.484,-0.493,-0.500,-0.506,-0.514,-0.524,-0.532,-0.539,-0.548,-0.558,-0.566,-0.574,-0.584,-0.595,-0.604,-0.612,-0.623,-0.635,-0.644,-0.654,-0.666,-0.677,-0.683,-0.685,-0.692,-0.704,-0.717,-0.729,-0.742,-0.756,-0.768,-0.779,-0.792,-0.806,-0.819,-0.830,-0.845,-0.859,-0.872,-0.885,-0.900,-0.915,-0.929,-0.942,-0.958,-0.975,-0.989,-1.003,-1.021,-1.039,-1.054,-1.069,-1.088,-1.108,-1.125,-1.141,-1.163,-1.185,-1.203,-1.223,-1.248,-1.274,-1.296,-1.319,-1.351,-1.385,-1.415,-1.448,-1.495,-1.547,-1.596,-1.653,-1.729,-1.810,-1.883,-1.964,-2.075,-2.208,-2.351,-2.555,-2.885,-3.276,-3.485,-3.352,-3.050,-2.875,-2.959,-3.269,-3.750,-4.461,-5.590,-7.438,-10.498,-15.492,-17.455,-12.237,-8.744,-6.726,-5.513,-4.726,-4.191,-3.840,-3.620,-3.467,-3.348,-3.272,-3.234,-3.205,-3.169,-3.142,-3.130,-3.118,-3.094,-3.076,-3.077,-3.084,-3.087,-3.099,-3.135,-3.185,-3.235,-3.295,-3.384,-3.493,-3.608,-3.737,-3.899,-4.095,-4.307,-4.539,-4.814,-5.140,-5.500,-5.886,-6.322,-6.824,-7.371,-7.931,-8.499,-9.083,-9.649,-10.119,-10.434,-10.605,-10.673,-10.653
26,5.5518,0.4919,4.1967,0.5036,0.9700,6.4000,-2.510,-2.658,-2.842,-3.041,-3.355,-3.806,-4.346,-4.996,-5.725,-6.264,-6.280,-5.783,-5.098,-4.442,-3.838,-3.349,-3.038,-2.809,-2.607,-2.564,-2.687,-2.921,-3.646,-5.306,-6.770,-5.508,-3.516,-2.415,-1.900,-1.549,-1.317,-1.188,-1.069,-0.967,-0.907,-0.844,-0.784,-0.750,-0.713,-0.678,-0.668,-0.659,-0.671,-0.767,-0.853,-0.777,-0.625,-0.581,-0.644,-0.676,-0.627,-0.563,-0.545,-0.566,-0.599,-0.644,-0.720,-0.825,-0.970,-1.192,-1.521,-2.002,-2.653,-3.275,-3.439,-3.067,-2.546,-2.148,-1.902,-1.773,-1.737,-1.769,-1.859,-2.006,-2.214,-2.486,-2.843,-3.305,-3.900,-4.679,-5.711,-7.092,-8.966,-11.481,-14.281,-14.802,-12.123,-9.264,-7.088,-5.506,-4.368,-3.560,-2.996,-2.619,-2.395,-2.298,-2.305,-2.404,-2.581,-2.808,-3.056,-3.290,-3.460,-3.536,-3.512,-3.394,-3.206,-2.987,-2.753,-2.520,-2.308,-2.114,-1.938,-1.789,-1.661,-1.546,-1.452,-1.378,-1.310,-1.260,-1.228,-1.199,-1.186,-1.197,-1.211,-1.244,-1.315,-1.404,-1.533,-1.759,-2.083,-2.587,-3.448,-4.306,-4.152,-3.279,-2.770,-2.888,-3.432,-4.265,-5.138,-5.422,-4.983,-4.362,-3.838,-3.447,-3.192,-2.992,-2.786,-2.612,-2.487,-2.403,-2.384,-2.424,-2.486,-2.579,-2.711,-2.852,-3.007,-3.196,-3.394,-3.596,-3.828,-4.071,-4.307,-4.561,-4.825,-5.066,-5.301,-5.537,-5.733,-5.892,-6.039,-6.142,-6.189,-6.219,-6.226,-6.185,-6.134,-6.092,-6.028,-5.963,-5.932,-5.905,-5.881,-5.903,-5.953,-6.006,-6.108,-6.257,-6.407,-6.602,-6.855,-7.105,-7.378,-7.706,-8.004,-8.279,-8.582,-8.815,-8.992
30,5.2394,0.5870,3.6239,1.6525,1.0649,6.8000,-2.059,-2.063,-2.064,-2.055,-2.054,-2.055,-2.046,-2.041,-2.044,-2.039,-2.035,-2.045,-2.054,-2.064,-2.094,-2.138,-2.189,-2.273,-2.397,-2.555,-2.776,-3.097,-3.527,-4.104,-4.883,-5.854,-6.858,-7.530,-7.460,-6.691,-5.647,-4.665,-3.871,-3.236,-2.706,-2.296,-2.007,-1.766,-1.557,-1.409,-1.282,-1.150,-1.070,-1.020,-0.949,-0.985,-1.205,-1.338,-1.149,-0.867,-0.727,-0.677,-0.631,-0.602,-0.624,-0.718,-0.817,-0.763,-0.581,-0.463,-0.440,-0.416,-0.391,-0.399,-0.404,-0.402,-0.424,-0.451,-0.474,-0.520,-0.584,-0.654,-0.756,-0.899,-1.073,-1.307,-1.616,-1.978,-2.377,-2.763,-3.033,-3.140,-3.112,-2.984,-2.821,-2.681,-2.562,-2.474,-2.433,-2.425,-2.443,-2.505,-2.603,-2.728,-2.903,-3.130,-3.403,-3.753,-4.199,-4.747,-5.444,-6.348,-7.484,-8.909,-10.584,-11.953,-11.915,-10.277,-8.137,-6.262,-4.779,-3.630,-2.771,-2.139,-1.658,-1.301,-1.051,-0.863,-0.727,-0.651,-0.611,-0.596,-0.635,-0.714,-0.820,-0.983,-1.175,-1.306,-1.348,-1.284,-1.122,-0.987,-0.932,-0.898,-0.947,-1.156,-1.467,-2.119,-3.722,-5.991,-6.013,-4.289,-3.350,-3.135,-3.076,-3.108,-3.239,-3.268,-3.206,-3.139,-2.988,-2.795,-2.653,-2.508,-2.362,-2.281,-2.223,-2.161,-2.153,-2.172,-2.184,-2.235,-2.321,-2.398,-2.505,-2.655,-2.801,-2.968,-3.189,-3.416,-3.657,-3.958,-4.282,-4.608,-4.993,-5.413,-5.816,-6.246,-6.699,-7.086,-7.409,-7.689,-7.835,-7.806,-7.674,-7.432,-7.038,-6.576,-6.106,-5.584,-5.039,-4.545,-4.077,-3.619,-3.240,-2.942,-2.681,-2.494,-2.400,-2.336,-2.305
34,5.5585,0.5002,3.7611,1.6233,0.9198,8.8000,-1.589,-1.656,-1.727,-1.675,-1.601,-1.643,-1.725,-1.695,-1.609,-1.628,-1.722,-1.724,-1.641,-1.650,-1.778,-1.852,-1.825,-1.893,-2.180,-2.560,-2.959,-3.732,-5.596,-9.759,-19.606,-12.901,-7.137,-4.550,-3.352,-2.829,-2.553,-2.342,-2.345,-2.904,-4.232,-5.827,-5.835,-4.099,-2.541,-1.741,-1.433,-1.232,-1.010,-0.860,-0.809,-0.766,-0.682,-0.614,-0.595,-0.581,-0.537,-0.496,-0.488,-0.485,-0.460,-0.436,-0.435,-0.440,-0.430,-0.418,-0.424,-0.438,-0.440,-0.441,-0.457,-0.481,-0.498,-0.516,-0.547,-0.587,-0.625,-0.666,-0.722,-0.791,-0.866,-0.949,-1.053,-1.182,-1.330,-1.503,-1.718,-1.986,-2.314,-2.718,-3.234,-3.904,-4.775,-5.924,-7.482,-9.649,-12.714,-16.649,-17.695,-14.104,-10.897,-8.680,-7.150,-6.072,-5.264,-4.548,-3.788,-2.981,-2.236,-1.659,-1.270,-1.019,-0.849,-0.733,-0.667,-0.638,-0.628,-0.638,-0.683,-0.767,-0.885,-1.051,-1.306,-1.699,-2.289,-3.202,-4.732,-7.472,-12.983,-32.636,-13.512,-8.202,-5.626,-4.181,-3.289,-2.698,-2.303,-2.048,-1.877,-1.752,-1.670,-1.633,-1.623,-1.624,-1.640,-1.680,-1.732,-1.782,-1.832,-1.886,-1.931,-1.947,-1.932,-1.894,-1.827,-1.728,-1.617,-1.521,-1.451,-1.407,-1.400,-1.446,-1.544,-1.681,-1.855,-2.073,-2.316,-2.546,-2.739,-2.902,-3.053,-3.204,-3.374,-3.591,-3.862,-4.172,-4.505,-4.865,-5.250,-5.635,-5.983,-6.277,-6.523,-6.730,-6.915,-7.117,-7.394,-7.774,-8.198,-8.534,-8.688,-8.689,-8.594,-8.417,-8.175,-7.947,-7.787,-7.676,-7.586,-7.552,-7.627,-7.799,-8.022,-8.298,-8.676,-9.149,-9.605
38,5.1428,0.4699,3.2458,0.6866,1.1757,8.8000,-1.618,-1.592,-1.605,-1.635,-1.626,-1.592,-1.589,-1.609,-1.598,-1.555,-1.534,-1.542,-1.527,-1.475,-1.438,-1.434,-1.414,-1.356,-1.307,-1.294,-1.275,-1.215,-1.158,-1.142,-1.127,-1.069,-1.010,-0.997,-0.993,-0.944,-0.889,-0.889,-0.910,-0.882,-0.849,-0.902,-1.015,-1.098,-1.253,-1.764,-2.718,-3.561,-3.335,-2.295,-1.416,-0.994,-0.831,-0.696,-0.564,-0.500,-0.484,-0.450,-0.401,-0.380,-0.382,-0.371,-0.346,-0.339,-0.348,-0.348,-0.338,-0.340,-0.355,-0.363,-0.365,-0.376,-0.399,-0.417,-0.431,-0.453,-0.487,-0.518,-0.548,-0.587,-0.637,-0.689,-0.742,-0.807,-0.887,-0.973,-1.067,-1.178,-1.313,-1.466,-1.638,-1.845,-2.095,-2.392,-2.744,-3.174,-3.710,-4.375,-5.204,-6.257,-7.612,-9.338,-11.403,-13.276,-13.462,-11.645,-9.376,-7.422,-5.874,-4.674,-3.751,-3.040,-2.485,-2.049,-1.711,-1.451,-1.249,-1.091,-0.975,-0.899,-0.854,-0.838,-0.856,-0.917,-1.025,-1.191,-1.443,-1.824,-2.393,-3.245,-4.554,-6.627,-10.022,-15.952,-19.940,-13.332,-9.475,-7.261,-5.879,-4.966,-4.337,-3.886,-3.535,-3.222,-2.913,-2.613,-2.347,-2.133,-1.966,-1.835,-1.729,-1.636,-1.546,-1.455,-1.366,-1.278,-1.191,-1.107,-1.035,-0.978,-0.940,-0.925,-0.942,-0.992,-1.067,-1.155,-1.253,-1.359,-1.467,-1.578,-1.699,-1.835,-1.985,-2.154,-2.354,-2.598,-2.889,-3.223,-3.602,-4.033,-4.509,-5.023,-5.570,-6.153,-6.757,-7.347,-7.884,-8.341,-8.688,-8.889,-8.925,-8.819,-8.625,-8.388,-8.127,-7.864,-7.638,-7.480,-7.391,-7.365,-7.421,-7.599,-7.915,-8.372,-8.994,-9.849,-10.995
